1	28.18	-946.61	-872.24	true
2	28.63	-962.62	-618.16	false
3	21.78	-422.45	-582.23	true
4	27.37	-333.95	-315.66	true
5	21.8	-669.45	-171.63	true
6	29.16	-991.27	-196.12	true
7	26.27	-62.97	-390.09	true
8	29.13	-414.25	-771.39	true
9	25.95	-910.18	-738.15	true
10	20.19	-99.39	-387.91	true
11	21.01	-172.64	-356.4	false
12	29.32	-155.72	-845.8	true
13	29.48	-483.61	-614.4	true
14	22.47	-480.35	-663.7	true
15	26.07	-850.21	-835.27	true
16	21.37	-724.29	-106.04	true
17	27.83	-291.04	-499.55	false
18	22.08	-195.3	-78.38	false
19	29.11	-904.58	-186.13	true
20	27.68	-930.94	-990.11	false
21	24.77	-890.17	-588.9	true
22	24.02	-332.17	-729.99	false
23	26.87	-322.47	-404.97	true
24	22.97	-950.91	-539.43	false
25	28.88	-93.6	-740.12	true
26	25.36	-857.2	-214.41	true
27	26.99	-321.24	-914.77	true
28	22.89	-799.61	-143.58	false
29	24.02	-631.65	-124.33	true
30	25.52	-170.93	-695.93	false
31	24.96	-379.79	-843.34	false
32	27.8	-419.92	-947.89	true
33	27.57	-152.18	-638.72	false
34	22.7	-273.35	-113.23	false
35	26.95	-623.8	-345.04	false
36	28.45	-394.05	-758.55	true
37	28.07	-190.23	-542.18	true
38	23.99	-213.55	-367.48	false
39	22.18	-550.25	-278.91	false
40	25.89	-779.44	-752.7	false
41	29.61	-921.0	-750.39	false
42	26.46	-536.13	-896.67	false
43	27.36	-365.54	-570.07	true
44	29.24	-326.14	-839.61	false
45	23.49	-465.8	-114.81	true
46	24.95	-404.77	-607.49	false
47	25.57	-730.46	-968.12	true
48	23.47	-130.51	-397.77	false
49	27.19	-361.95	-293.04	false
50	29.62	-731.08	-177.17	false
51	20.22	-736.31	-126.88	false
52	29.01	-777.65	-514.7	true
53	26.41	-206.46	-369.22	true
54	24.0	-595.95	-680.39	false
55	20.2	-501.42	-717.06	false
56	26.17	-122.52	-331.95	true
57	22.57	-529.75	-939.72	true
58	24.96	-179.29	-483.17	false
59	29.17	-742.01	-914.94	false
60	21.58	-107.12	-125.91	true
61	28.59	-680.72	-405.51	true
62	23.97	-976.04	-705.86	false
63	26.83	-913.85	-797.8	false
64	22.89	-270.53	-792.14	true
65	22.2	-214.93	-74.98	false
66	26.32	-683.03	-891.27	true
67	20.18	-733.93	-407.52	false
68	29.64	-895.75	-222.46	true
69	23.96	-147.39	-508.8	true
70	21.36	-678.78	-296.02	false
71	22.22	-596.29	-705.99	true
72	22.33	-886.17	-515.23	true
73	25.0	-995.66	-465.6	true
74	24.8	-422.38	-674.42	false
75	25.58	-635.86	-89.92	false
76	24.32	-861.84	-799.13	true
77	25.95	-722.17	-292.52	true
78	24.52	-492.26	-476.94	false
79	28.96	-744.88	-631.15	true
80	23.21	-402.83	-728.28	true
81	29.43	-440.1	-56.45	false
82	24.94	-964.28	-422.08	true
83	27.34	-229.45	-883.78	true
84	24.27	-766.52	-615.83	false
85	25.32	-924.61	-326.39	false
86	23.94	-700.27	-253.43	true
87	24.79	-824.63	-565.16	false
88	21.42	-364.93	-238.96	false
89	23.81	-972.82	-152.8	false
90	21.39	-602.99	-349.06	true
91	26.84	-269.04	-425.01	true
92	27.55	-859.87	-72.91	true
93	23.95	-422.32	-54.87	true
94	24.81	-632.95	-972.13	true
95	26.41	-768.69	-226.2	true
96	27.27	-355.68	-611.19	false
97	20.32	-312.31	-197.73	true
98	24.98	-388.8	-51.62	true
99	25.35	-495.02	-111.87	false
100	20.74	-942.81	-542.57	true
