1	14	-7557	-1471	false
2	11	-14494	-3951	true
3	13	-5329	-11909	false
4	11	-10902	-5935	false
5	15	-9842	-10660	false
6	11	-3350	-2028	false
7	15	-9366	-4436	false
8	13	-11473	-14717	false
9	14	-8769	-6501	true
10	11	-12505	-978	false
11	15	-5584	-7775	true
12	12	-2379	-4970	false
13	14	-10138	-331	false
14	14	-5119	-5675	true
15	11	-8542	-12791	true
16	15	-3168	-3723	true
17	15	-466	-8363	true
18	14	-14842	-7737	true
19	14	-4089	-8577	true
20	13	-12461	-644	true
21	12	-334	-5595	true
22	15	-5637	-13836	false
23	11	-13960	-4397	true
24	12	-3824	-11669	false
25	14	-8817	-10572	true
26	13	-10549	-4994	false
27	12	-13646	-11670	true
28	12	-4095	-12728	true
29	12	-2766	-12490	false
30	11	-8830	-9134	false
31	14	-9557	-10665	false
32	11	-3937	-11009	false
33	15	-1822	-5153	false
34	14	-13158	-3993	true
35	14	-10410	-6322	true
36	12	-12146	-3004	false
37	11	-7681	-5835	false
38	15	-10087	-12767	false
39	12	-6268	-10411	true
40	11	-14503	-338	false
41	12	-4419	-298	false
42	12	-285	-7937	false
43	15	-3718	-5724	true
44	13	-937	-11836	true
45	14	-4610	-5975	false
46	12	-331	-1517	false
47	12	-7507	-2167	false
48	11	-8658	-9119	false
49	13	-3060	-7284	false
50	13	-2031	-13733	false
51	14	-2398	-229	true
52	15	-8169	-1968	true
53	11	-8287	-10261	true
54	13	-8879	-6466	false
55	11	-242	-12098	true
56	15	-14948	-8453	false
57	15	-7312	-13367	false
58	11	-1180	-9545	false
59	12	-8565	-7164	true
60	14	-7576	-1213	true
61	15	-3486	-14352	false
62	14	-8612	-7377	false
63	11	-13427	-5810	true
64	12	-14886	-12846	false
65	15	-3707	-14071	false
66	12	-14781	-7376	false
67	11	-1106	-12860	false
68	14	-10776	-7871	false
69	12	-11980	-5117	false
70	14	-14300	-10036	false
71	14	-10071	-8509	false
72	14	-533	-3525	true
73	13	-3504	-185	true
74	14	-10303	-9723	false
75	12	-844	-13164	false
76	13	-13318	-9739	true
77	14	-9175	-2629	true
78	12	-7668	-9697	false
79	13	-4429	-9648	false
80	14	-2166	-3527	false
81	13	-4132	-10706	false
82	12	-13063	-8192	true
83	13	-10031	-3690	false
84	12	-14514	-11732	true
85	15	-7486	-3153	false
86	15	-8791	-1507	false
87	12	-2251	-12212	false
88	15	-5884	-12005	false
89	13	-4999	-10661	false
90	12	-9628	-13159	false
91	14	-4017	-8736	true
92	13	-3032	-8381	false
93	12	-9473	-9227	true
94	11	-333	-12438	true
95	13	-4765	-10012	false
96	15	-11167	-12590	false
97	11	-9103	-13713	true
98	12	-9610	-8042	true
99	11	-14042	-5808	true
100	15	-732	-10188	true
101	15	-9494	-14143	true
102	15	-11503	-10859	true
103	13	-5403	-682	false
104	14	-5362	-11934	false
105	15	-9951	-4397	false
106	13	-11893	-3269	false
107	11	-2263	-9368	false
108	12	-12084	-14032	true
109	14	-4925	-13365	true
110	14	-7254	-8748	false
111	14	-8691	-1374	false
112	14	-2928	-14570	true
113	15	-14026	-12890	false
114	15	-119	-6407	true
115	11	-698	-3367	false
116	12	-4837	-7447	false
117	12	-13824	-10227	false
118	15	-7326	-7345	true
119	14	-12857	-14478	false
120	11	-122	-14269	false
121	12	-4116	-6218	true
122	14	-2552	-4849	true
123	13	-4701	-5448	false
124	15	-4640	-11821	true
125	13	-5692	-5579	false
126	13	-5900	-9581	false
127	13	-4716	-1621	true
128	13	-10038	-8455	true
129	14	-2365	-11383	false
130	11	-696	-14458	false
131	12	-5137	-2945	true
132	12	-7182	-10513	false
133	12	-391	-12416	true
134	11	-11393	-6728	true
135	13	-7246	-9190	false
136	13	-6605	-13547	true
137	15	-10588	-7307	true
138	14	-14809	-3966	false
139	14	-5153	-14718	true
140	11	-12556	-8193	true
141	15	-9879	-11877	false
142	11	-7105	-9341	true
143	11	-12300	-14238	false
144	15	-2037	-2784	false
145	11	-9827	-4513	false
146	13	-6952	-12683	false
147	12	-5166	-5786	true
148	12	-7612	-12983	false
149	14	-4879	-13585	false
150	15	-2779	-6971	true
151	13	-12800	-13904	true
152	11	-2105	-13534	true
153	11	-2677	-14086	true
154	12	-10570	-8909	true
155	14	-8114	-2854	true
156	14	-12959	-1813	false
157	13	-11911	-9985	false
158	15	-1641	-2339	false
159	14	-3574	-3863	true
160	12	-3738	-6581	false
161	15	-5061	-8226	false
162	12	-3219	-12627	true
163	15	-10182	-2506	true
164	15	-7565	-911	false
165	14	-14064	-4295	false
166	11	-5830	-5322	true
167	12	-3608	-11519	true
168	15	-6302	-13365	true
169	11	-1371	-10507	true
170	15	-12424	-10539	false
171	15	-2054	-11918	false
172	14	-416	-9038	true
173	13	-7463	-4694	false
174	12	-6073	-6958	false
175	12	-13601	-10576	false
176	13	-14835	-5471	true
177	15	-132	-8005	true
178	14	-9130	-5845	false
179	15	-13912	-12829	true
180	13	-3976	-8890	false
181	11	-13650	-4808	false
182	12	-10125	-9831	false
183	11	-1771	-6825	false
184	14	-7944	-11543	false
185	11	-12707	-13625	true
186	12	-10962	-3558	true
187	15	-8029	-14214	false
188	13	-5522	-4180	true
189	11	-2820	-13832	true
190	13	-1003	-13807	false
191	11	-8636	-3497	false
192	13	-14463	-14050	false
193	11	-9997	-14559	true
194	11	-6159	-158	false
195	12	-9317	-10734	false
196	14	-8304	-10385	false
197	11	-2443	-977	false
198	14	-9544	-1286	false
199	14	-7254	-1753	true
200	13	-1342	-10367	true
201	11	-13050	-6157	false
202	12	-14795	-8326	false
203	11	-700	-10912	false
204	13	-7644	-13735	true
205	15	-7661	-1586	true
206	15	-10444	-1081	true
207	13	-10623	-4744	false
208	11	-14027	-13024	false
209	12	-1543	-4244	true
210	15	-11032	-10157	true
211	11	-4363	-2514	false
212	11	-8956	-4516	true
213	14	-5870	-13152	false
214	13	-14187	-1657	true
215	14	-3724	-13414	true
216	11	-3189	-9967	true
217	11	-4559	-6836	true
218	13	-7912	-935	false
219	15	-9517	-3211	false
220	12	-11507	-11048	false
221	15	-131	-2819	false
222	15	-7686	-5553	false
223	13	-3890	-11827	false
224	15	-13305	-13085	true
225	12	-10244	-5470	false
226	11	-12438	-8665	true
227	12	-13856	-11882	false
228	14	-1637	-8117	false
229	12	-6294	-8175	false
230	13	-11980	-11139	false
231	13	-14566	-14706	false
232	12	-6654	-4112	false
233	12	-3155	-6477	false
234	11	-9887	-1363	false
235	11	-7008	-2311	false
236	13	-11422	-313	false
237	12	-7759	-5965	true
238	12	-561	-779	false
239	15	-10919	-10509	false
240	13	-9396	-13628	false
241	12	-12840	-11091	false
242	11	-11700	-2070	false
243	11	-1479	-5977	false
244	12	-8177	-2724	false
245	11	-3080	-4709	true
246	12	-4753	-2828	false
247	14	-1776	-11023	true
248	12	-13802	-11303	false
249	12	-8998	-12949	false
250	13	-345	-4870	true
251	11	-9892	-13582	true
252	12	-13393	-7712	false
253	12	-5492	-10466	true
254	15	-3171	-937	true
255	15	-960	-3730	true
256	14	-12105	-195	false
257	15	-8103	-11944	false
258	13	-7476	-11049	false
259	11	-5513	-7753	true
260	11	-9725	-11597	true
261	15	-7226	-14086	true
262	12	-1586	-3478	true
263	14	-4862	-2544	false
264	13	-7328	-11439	false
265	13	-2870	-2798	true
266	14	-14562	-6128	true
267	15	-3202	-3512	false
268	15	-12710	-12925	true
269	11	-5809	-8140	false
270	12	-482	-12916	false
271	13	-175	-13179	true
272	13	-10894	-5673	false
273	14	-2115	-2464	true
274	13	-1197	-11290	false
275	11	-2200	-8416	true
276	12	-3530	-7115	false
277	12	-1041	-1988	true
278	14	-3922	-2059	true
279	12	-6648	-6923	true
280	14	-11246	-2306	true
281	14	-6089	-1905	false
282	11	-12698	-11187	true
283	14	-12166	-14086	true
284	13	-1780	-12790	true
285	15	-7593	-13750	false
286	12	-1603	-13456	true
287	11	-3437	-2386	true
288	12	-14277	-6093	true
289	11	-13543	-13027	true
290	11	-14611	-2871	true
291	11	-13200	-1749	false
292	12	-2663	-8713	false
293	14	-3876	-1604	true
294	15	-14669	-2169	false
295	12	-9102	-14267	false
296	12	-5044	-9989	false
297	11	-3939	-11942	true
298	14	-12448	-440	false
299	14	-14040	-14784	true
300	12	-9183	-4566	true
301	13	-9871	-5401	false
302	15	-1524	-12618	true
303	12	-14767	-11824	true
304	14	-12245	-6561	false
305	13	-2366	-9705	false
306	13	-3351	-9737	true
307	15	-4352	-11242	false
308	14	-814	-5149	false
309	11	-514	-11122	true
310	15	-13781	-3180	true
311	11	-8279	-14714	false
312	13	-13088	-14818	false
313	11	-8719	-14238	true
314	15	-12208	-14547	true
315	12	-5760	-5144	false
316	11	-12535	-1210	true
317	11	-8079	-3194	true
318	14	-11457	-677	false
319	12	-8078	-12874	false
320	12	-5355	-12719	false
321	13	-14496	-8591	true
322	12	-13143	-10209	false
323	12	-13496	-7526	false
324	13	-7667	-12936	false
325	14	-5988	-1047	false
326	11	-2982	-10426	true
327	12	-3666	-7438	false
328	11	-4359	-140	false
329	15	-1377	-8805	true
330	15	-1885	-2581	false
331	15	-2255	-6950	false
332	12	-5359	-5016	false
333	11	-9877	-12479	false
334	13	-9819	-10044	false
335	11	-9247	-4186	true
336	14	-14002	-1450	true
337	14	-10390	-4074	true
338	11	-13169	-4965	true
339	13	-3855	-5209	true
340	12	-11883	-5433	true
341	13	-14336	-12409	true
342	11	-5613	-7625	false
343	14	-1973	-13367	true
344	13	-8454	-10095	false
345	13	-12487	-6204	false
346	12	-4028	-6625	false
347	13	-10337	-6273	false
348	14	-13047	-6089	false
349	13	-9933	-5928	true
350	11	-6590	-1726	false
351	12	-509	-1294	false
352	11	-1449	-10436	false
353	15	-9555	-9477	true
354	13	-516	-3866	false
355	15	-6218	-2805	false
356	14	-1625	-14478	true
357	12	-13171	-8490	false
358	15	-381	-6158	false
359	13	-11142	-11678	false
360	11	-4655	-9351	false
361	15	-352	-8223	false
362	11	-10800	-2447	true
363	15	-5400	-9242	true
364	15	-5902	-1232	false
365	13	-7378	-13521	true
366	15	-2368	-7333	true
367	15	-4499	-10551	false
368	12	-12853	-2890	false
369	14	-12853	-8484	false
370	14	-5148	-6108	true
371	14	-8182	-13568	false
372	14	-14136	-9254	false
373	15	-12113	-4114	false
374	11	-9884	-10116	false
375	13	-11626	-2668	true
376	11	-2828	-1597	false
377	11	-4890	-7955	true
378	12	-9102	-4057	true
379	14	-12337	-6481	false
380	14	-276	-10203	false
381	12	-4001	-3183	true
382	15	-5266	-10693	true
383	11	-4301	-14509	false
384	13	-13993	-8719	true
385	14	-5388	-6317	true
386	15	-7617	-903	true
387	15	-1948	-10452	true
388	13	-12337	-8700	false
389	12	-6276	-158	true
390	12	-7117	-693	false
391	11	-1695	-3054	false
392	12	-11668	-2575	false
393	14	-13246	-5060	true
394	14	-4953	-12325	false
395	11	-1226	-5067	true
396	13	-631	-11876	false
397	14	-1065	-2254	false
398	12	-10310	-3846	false
399	14	-2058	-12372	true
400	13	-8413	-12450	true
401	13	-3622	-13257	false
402	15	-1048	-5813	true
403	12	-5591	-7287	true
404	15	-9154	-2262	false
405	11	-3647	-8004	true
406	11	-8308	-10681	true
407	11	-7948	-3169	true
408	14	-9423	-8644	false
409	15	-4428	-10579	false
410	11	-2189	-6605	false
411	12	-3245	-11532	true
412	15	-13870	-10589	true
413	13	-8773	-9442	true
414	14	-14448	-4281	false
415	11	-11204	-11974	false
416	15	-9433	-422	true
417	15	-14305	-8508	false
418	15	-5191	-7880	false
419	11	-2465	-13059	false
420	14	-115	-12093	true
421	12	-3929	-14730	false
422	14	-12662	-200	true
423	14	-7619	-198	false
424	14	-1300	-1772	true
425	15	-9901	-3953	false
426	12	-6883	-14836	false
427	13	-2262	-11724	false
428	12	-12599	-4691	false
429	14	-11958	-4618	true
430	14	-1177	-6434	true
431	11	-3165	-8582	true
432	11	-5905	-9255	true
433	14	-3096	-10689	true
434	11	-4591	-8266	false
435	12	-9129	-11343	false
436	14	-10448	-3102	false
437	14	-1019	-4747	false
438	13	-6050	-1708	true
439	13	-8615	-5744	false
440	12	-9172	-8595	false
441	13	-10325	-11520	false
442	12	-8065	-3013	false
443	12	-2878	-13281	false
444	13	-7457	-12742	false
445	13	-5386	-8365	true
446	12	-9905	-13348	true
447	14	-7135	-1279	true
448	15	-12820	-4875	true
449	14	-5888	-11278	true
450	14	-5713	-480	true
451	12	-9238	-1203	false
452	13	-7088	-7733	true
453	11	-11810	-6299	true
454	11	-14025	-7611	true
455	14	-8048	-692	true
456	13	-12236	-7731	false
457	12	-6922	-5398	true
458	14	-303	-8663	false
459	12	-10817	-8104	false
460	15	-3567	-6612	true
461	11	-2677	-5750	true
462	14	-1733	-14538	true
463	13	-14432	-4983	false
464	12	-13835	-7264	false
465	13	-5016	-8375	false
466	12	-2170	-3805	false
467	13	-13983	-6220	true
468	14	-5930	-11786	true
469	15	-11910	-13097	true
470	14	-14688	-5444	true
471	14	-7879	-5207	false
472	11	-383	-14953	true
473	13	-10662	-2636	true
474	15	-11062	-13971	true
475	11	-2937	-8035	false
476	12	-8061	-4654	true
477	12	-8351	-12248	true
478	12	-6220	-4256	false
479	14	-7035	-3030	false
480	12	-13616	-682	true
481	15	-6577	-8902	true
482	14	-12617	-5293	true
483	14	-7613	-10350	false
484	15	-6497	-5564	false
485	12	-10829	-3210	true
486	11	-11312	-14022	true
487	11	-11521	-5968	false
488	12	-13157	-2832	false
489	12	-11794	-6382	false
490	15	-1033	-12188	false
491	12	-2101	-13677	false
492	14	-10626	-183	false
493	15	-3810	-5636	false
494	13	-7762	-5933	true
495	15	-1423	-9534	false
496	15	-1815	-4290	true
497	14	-4802	-8521	false
498	11	-14616	-13333	false
499	11	-8783	-5841	true
500	15	-5831	-1709	true
