1	11	-387	-1386	true
2	14	-669	-269	false
3	14	-808	-308	true
4	14	-747	-1265	true
5	12	-1257	-1083	false
6	15	-1491	-222	false
7	14	-862	-1429	true
8	11	-574	-526	false
9	15	-1211	-763	false
10	12	-926	-1334	false
11	14	-835	-620	true
12	15	-264	-109	false
13	13	-876	-1065	true
14	11	-807	-1222	true
15	14	-1499	-489	false
16	14	-1257	-498	true
17	13	-1052	-1487	false
18	11	-684	-792	true
19	12	-1400	-1465	true
20	13	-624	-1272	false
21	11	-964	-319	false
22	14	-1000	-418	false
23	13	-489	-609	true
24	12	-723	-559	true
25	15	-550	-285	false
26	14	-529	-865	true
27	13	-892	-114	false
28	13	-632	-857	false
29	13	-892	-898	true
30	11	-394	-397	false
31	13	-890	-601	true
32	15	-935	-713	true
33	15	-1206	-1317	true
34	13	-1466	-632	false
35	14	-485	-757	true
36	15	-718	-828	true
37	12	-634	-1497	true
38	12	-803	-1458	false
39	15	-300	-215	false
40	11	-1423	-1043	true
41	13	-557	-1349	true
42	13	-502	-1222	false
43	13	-495	-711	true
44	12	-284	-1227	true
45	15	-114	-315	true
46	15	-1498	-556	true
47	11	-1147	-177	false
48	15	-889	-1010	false
49	14	-689	-365	false
50	14	-1136	-1044	false
