1	31.46	-269.68	345.81	true
2	29.94	313.82	-199.56	false
3	27.3	351.97	263.54	true
4	38.21	359.54	-345.98	true
5	24.05	218.23	-206.8	false
6	30.48	92.31	342.02	false
7	22.6	-192.13	135.5	true
8	39.44	-274.81	368.76	false
9	31.03	-277.0	-391.03	true
10	20.69	-231.96	-195.47	false
11	32.69	-146.93	312.98	false
12	23.81	-327.62	51.47	true
13	30.27	71.32	93.45	true
14	33.44	114.08	21.19	false
15	36.92	322.66	-169.97	true
16	26.65	-229.28	-4.08	false
17	30.73	-278.58	395.77	false
18	34.6	101.51	134.72	true
19	30.93	-282.55	-151.85	true
20	39.78	316.16	389.01	false
21	23.71	-10.94	-259.47	false
22	28.7	373.17	-26.54	false
23	38.21	393.01	352.86	true
24	24.28	343.04	255.17	false
25	26.63	-34.96	-201.51	true
26	32.27	187.54	-67.11	false
27	22.5	-96.43	-20.98	true
28	35.36	226.49	-126.05	true
29	22.24	96.86	201.53	true
30	38.25	288.44	-125.11	true
31	28.99	287.2	146.42	false
32	30.32	-41.25	315.94	false
33	20.63	-286.55	-183.54	true
34	35.42	79.71	384.44	true
35	22.58	-354.79	-105.1	false
36	36.06	337.96	-205.0	true
37	24.6	-321.2	-220.47	false
38	37.25	178.0	-198.27	true
39	36.12	292.63	371.13	true
40	23.6	291.3	-65.14	false
41	27.26	-93.97	131.28	false
42	24.41	-157.05	-279.82	true
43	21.04	-127.35	-308.84	false
44	31.85	-110.81	32.91	false
45	36.65	-394.93	186.93	true
46	38.24	-31.66	-96.63	false
47	24.48	357.86	23.09	false
48	33.78	232.17	-74.62	true
49	27.69	366.94	35.0	false
50	33.51	-368.24	305.14	false
51	28.1	370.04	294.4	true
52	32.57	-10.5	207.5	true
53	33.99	-357.46	309.92	false
54	31.76	289.44	110.48	false
55	32.14	296.71	225.08	true
56	28.95	334.88	203.81	true
57	23.31	-245.98	303.2	true
58	31.14	-18.06	375.5	false
59	34.5	218.5	-394.44	true
60	36.63	-132.93	199.77	true
61	20.37	132.59	319.75	true
62	26.17	-385.6	302.61	true
63	36.52	105.61	385.6	true
64	23.05	-42.18	-109.46	true
65	20.69	129.16	168.8	true
66	27.35	83.18	-302.88	false
67	24.0	160.45	-94.64	false
68	27.43	-206.24	210.82	true
69	34.21	303.76	-20.86	false
70	31.39	-61.13	-59.6	false
71	28.19	-70.38	-38.28	false
72	26.37	-16.92	-51.81	false
73	22.67	-280.52	-4.71	true
74	31.46	256.05	-357.97	true
75	25.6	-149.2	153.18	false
76	38.39	399.99	-10.82	false
77	35.87	367.76	30.53	false
78	26.7	-351.15	-224.43	false
79	34.45	-157.44	-323.77	true
80	25.39	367.25	-370.88	false
81	30.83	-163.59	-366.96	true
82	34.34	-161.13	313.63	false
83	29.59	-220.22	-149.26	false
84	36.61	391.06	-247.35	true
85	31.21	-196.39	98.75	true
86	33.44	172.68	156.92	true
87	22.43	-41.54	351.62	false
88	34.1	-159.31	84.77	true
89	32.12	-175.5	-358.63	false
90	22.75	-399.2	-112.14	true
91	21.15	13.18	97.73	false
92	20.79	-93.6	263.62	false
93	38.91	-131.07	-255.02	true
94	31.56	-237.24	-31.61	true
95	24.03	348.18	101.64	true
96	39.33	-261.2	217.87	true
97	28.36	195.3	-13.32	true
98	30.91	-302.4	146.44	false
99	22.47	-44.69	-145.03	true
100	28.53	81.25	-314.67	false
